folds,eta,max_depth,colsample_bytree,subsample,lambda,bestLoss,bestRound
8,0.02,5,1,0.8,3,-1,-1
10,0.02,5,1,0.8,3,-1,-1
8,0.022,5,1,0.8,3,-1,-1
10,0.022,5,1,0.8,3,-1,-1
8,0.024,5,1,0.8,3,-1,-1
10,0.024,5,1,0.8,3,-1,-1
8,0.026,5,1,0.8,3,-1,-1
10,0.026,5,1,0.8,3,-1,-1
8,0.028,5,1,0.8,3,-1,-1
10,0.028,5,1,0.8,3,-1,-1
8,0.03,5,1,0.8,3,-1,-1
10,0.03,5,1,0.8,3,-1,-1
8,0.01,6,1,0.8,3,-1,-1
10,0.01,6,1,0.8,3,-1,-1
8,0.012,6,1,0.8,3,-1,-1
10,0.012,6,1,0.8,3,-1,-1
8,0.014,6,1,0.8,3,-1,-1
10,0.014,6,1,0.8,3,-1,-1
8,0.016,6,1,0.8,3,-1,-1
10,0.016,6,1,0.8,3,-1,-1
8,0.018,6,1,0.8,3,-1,-1
10,0.018,6,1,0.8,3,-1,-1
8,0.02,6,1,0.8,3,-1,-1
10,0.02,6,1,0.8,3,-1,-1
8,0.022,6,1,0.8,3,-1,-1
10,0.022,6,1,0.8,3,-1,-1
8,0.024,6,1,0.8,3,-1,-1
10,0.024,6,1,0.8,3,-1,-1
8,0.026,6,1,0.8,3,-1,-1
10,0.026,6,1,0.8,3,-1,-1
8,0.028,6,1,0.8,3,-1,-1
10,0.028,6,1,0.8,3,-1,-1
8,0.03,6,1,0.8,3,-1,-1
10,0.03,6,1,0.8,3,-1,-1
8,0.01,7,1,0.8,3,-1,-1
10,0.01,7,1,0.8,3,-1,-1
8,0.012,7,1,0.8,3,-1,-1
10,0.012,7,1,0.8,3,-1,-1
8,0.014,7,1,0.8,3,-1,-1
10,0.014,7,1,0.8,3,-1,-1
8,0.016,7,1,0.8,3,-1,-1
10,0.016,7,1,0.8,3,-1,-1
8,0.018,7,1,0.8,3,-1,-1
10,0.018,7,1,0.8,3,-1,-1
8,0.02,7,1,0.8,3,-1,-1
10,0.02,7,1,0.8,3,-1,-1
8,0.022,7,1,0.8,3,-1,-1
10,0.022,7,1,0.8,3,-1,-1
8,0.024,7,1,0.8,3,-1,-1
10,0.024,7,1,0.8,3,-1,-1
8,0.026,7,1,0.8,3,-1,-1
10,0.026,7,1,0.8,3,-1,-1
8,0.028,7,1,0.8,3,-1,-1
10,0.028,7,1,0.8,3,-1,-1
8,0.03,7,1,0.8,3,-1,-1
10,0.03,7,1,0.8,3,-1,-1
8,0.01,4,0.85,0.95,3,-1,-1
10,0.01,4,0.85,0.95,3,-1,-1
8,0.012,4,0.85,0.95,3,-1,-1
10,0.012,4,0.85,0.95,3,-1,-1
8,0.014,4,0.85,0.95,3,-1,-1
10,0.014,4,0.85,0.95,3,-1,-1
8,0.016,4,0.85,0.95,3,-1,-1
10,0.016,4,0.85,0.95,3,-1,-1
8,0.018,4,0.85,0.95,3,-1,-1
10,0.018,4,0.85,0.95,3,-1,-1
8,0.02,4,0.85,0.95,3,-1,-1
10,0.02,4,0.85,0.95,3,-1,-1
8,0.022,4,0.85,0.95,3,-1,-1
10,0.022,4,0.85,0.95,3,-1,-1
8,0.024,4,0.85,0.95,3,-1,-1
10,0.024,4,0.85,0.95,3,-1,-1
8,0.026,4,0.85,0.95,3,-1,-1
10,0.026,4,0.85,0.95,3,-1,-1
8,0.028,4,0.85,0.95,3,-1,-1
10,0.028,4,0.85,0.95,3,-1,-1
8,0.03,4,0.85,0.95,3,-1,-1
10,0.03,4,0.85,0.95,3,-1,-1
8,0.01,5,0.85,0.95,3,-1,-1
10,0.01,5,0.85,0.95,3,-1,-1
8,0.012,5,0.85,0.95,3,-1,-1
10,0.012,5,0.85,0.95,3,-1,-1
8,0.014,5,0.85,0.95,3,-1,-1
10,0.014,5,0.85,0.95,3,-1,-1
8,0.016,5,0.85,0.95,3,-1,-1
10,0.016,5,0.85,0.95,3,-1,-1
8,0.018,5,0.85,0.95,3,-1,-1
10,0.018,5,0.85,0.95,3,-1,-1
8,0.02,5,0.85,0.95,3,-1,-1
10,0.02,5,0.85,0.95,3,-1,-1
8,0.022,5,0.85,0.95,3,-1,-1
10,0.022,5,0.85,0.95,3,-1,-1
8,0.024,5,0.85,0.95,3,-1,-1
10,0.024,5,0.85,0.95,3,-1,-1
8,0.026,5,0.85,0.95,3,-1,-1
10,0.026,5,0.85,0.95,3,-1,-1
8,0.028,5,0.85,0.95,3,-1,-1
10,0.028,5,0.85,0.95,3,-1,-1
8,0.03,5,0.85,0.95,3,-1,-1
10,0.03,5,0.85,0.95,3,-1,-1
8,0.01,6,0.85,0.95,3,-1,-1
10,0.01,6,0.85,0.95,3,-1,-1
8,0.012,6,0.85,0.95,3,-1,-1
10,0.012,6,0.85,0.95,3,-1,-1
8,0.014,6,0.85,0.95,3,-1,-1
10,0.014,6,0.85,0.95,3,-1,-1
8,0.016,6,0.85,0.95,3,-1,-1
10,0.016,6,0.85,0.95,3,-1,-1
8,0.018,6,0.85,0.95,3,-1,-1
10,0.018,6,0.85,0.95,3,-1,-1
8,0.02,6,0.85,0.95,3,-1,-1
10,0.02,6,0.85,0.95,3,-1,-1
8,0.022,6,0.85,0.95,3,-1,-1
10,0.022,6,0.85,0.95,3,-1,-1
8,0.024,6,0.85,0.95,3,-1,-1
10,0.024,6,0.85,0.95,3,-1,-1
8,0.026,6,0.85,0.95,3,-1,-1
10,0.026,6,0.85,0.95,3,-1,-1
8,0.028,6,0.85,0.95,3,-1,-1
10,0.028,6,0.85,0.95,3,-1,-1
8,0.03,6,0.85,0.95,3,-1,-1
10,0.03,6,0.85,0.95,3,-1,-1
8,0.01,7,0.85,0.95,3,-1,-1
10,0.01,7,0.85,0.95,3,-1,-1
8,0.012,7,0.85,0.95,3,-1,-1
10,0.012,7,0.85,0.95,3,-1,-1
8,0.014,7,0.85,0.95,3,-1,-1
10,0.014,7,0.85,0.95,3,-1,-1
8,0.016,7,0.85,0.95,3,-1,-1
10,0.016,7,0.85,0.95,3,-1,-1
8,0.018,7,0.85,0.95,3,-1,-1
10,0.018,7,0.85,0.95,3,-1,-1
8,0.02,7,0.85,0.95,3,-1,-1
10,0.02,7,0.85,0.95,3,-1,-1
8,0.022,7,0.85,0.95,3,-1,-1
10,0.022,7,0.85,0.95,3,-1,-1
8,0.024,7,0.85,0.95,3,-1,-1
10,0.024,7,0.85,0.95,3,-1,-1
8,0.026,7,0.85,0.95,3,-1,-1
10,0.026,7,0.85,0.95,3,-1,-1
8,0.028,7,0.85,0.95,3,-1,-1
10,0.028,7,0.85,0.95,3,-1,-1
8,0.03,7,0.85,0.95,3,-1,-1
10,0.03,7,0.85,0.95,3,-1,-1
8,0.01,4,0.8,0.95,3,-1,-1
10,0.01,4,0.8,0.95,3,-1,-1
8,0.012,4,0.8,0.95,3,-1,-1
10,0.012,4,0.8,0.95,3,-1,-1
8,0.014,4,0.8,0.95,3,-1,-1
10,0.014,4,0.8,0.95,3,-1,-1
8,0.016,4,0.8,0.95,3,-1,-1
10,0.016,4,0.8,0.95,3,-1,-1
8,0.018,4,0.8,0.95,3,-1,-1
10,0.018,4,0.8,0.95,3,-1,-1
8,0.02,4,0.8,0.95,3,-1,-1
10,0.02,4,0.8,0.95,3,-1,-1
8,0.022,4,0.8,0.95,3,-1,-1
10,0.022,4,0.8,0.95,3,-1,-1
8,0.024,4,0.8,0.95,3,-1,-1
10,0.024,4,0.8,0.95,3,-1,-1
8,0.026,4,0.8,0.95,3,-1,-1
10,0.026,4,0.8,0.95,3,-1,-1
8,0.028,4,0.8,0.95,3,-1,-1
10,0.028,4,0.8,0.95,3,-1,-1
8,0.03,4,0.8,0.95,3,-1,-1
10,0.03,4,0.8,0.95,3,-1,-1
8,0.01,5,0.8,0.95,3,-1,-1
10,0.01,5,0.8,0.95,3,-1,-1
8,0.012,5,0.8,0.95,3,-1,-1
10,0.012,5,0.8,0.95,3,-1,-1
8,0.014,5,0.8,0.95,3,-1,-1
10,0.014,5,0.8,0.95,3,-1,-1
8,0.016,5,0.8,0.95,3,-1,-1
10,0.016,5,0.8,0.95,3,-1,-1
8,0.018,5,0.8,0.95,3,-1,-1
10,0.018,5,0.8,0.95,3,-1,-1
8,0.02,5,0.8,0.95,3,-1,-1
10,0.02,5,0.8,0.95,3,-1,-1
8,0.022,5,0.8,0.95,3,-1,-1
10,0.022,5,0.8,0.95,3,-1,-1
8,0.024,5,0.8,0.95,3,-1,-1
10,0.024,5,0.8,0.95,3,-1,-1
8,0.026,5,0.8,0.95,3,-1,-1
10,0.026,5,0.8,0.95,3,-1,-1
8,0.028,5,0.8,0.95,3,-1,-1
10,0.028,5,0.8,0.95,3,-1,-1
8,0.03,5,0.8,0.95,3,-1,-1
10,0.03,5,0.8,0.95,3,-1,-1
8,0.01,6,0.8,0.95,3,-1,-1
10,0.01,6,0.8,0.95,3,-1,-1
8,0.012,6,0.8,0.95,3,-1,-1
10,0.012,6,0.8,0.95,3,-1,-1
8,0.014,6,0.8,0.95,3,-1,-1
10,0.014,6,0.8,0.95,3,-1,-1
8,0.016,6,0.8,0.95,3,-1,-1
10,0.016,6,0.8,0.95,3,-1,-1
8,0.018,6,0.8,0.95,3,-1,-1
10,0.018,6,0.8,0.95,3,-1,-1
8,0.02,6,0.8,0.95,3,-1,-1
10,0.02,6,0.8,0.95,3,-1,-1
8,0.022,6,0.8,0.95,3,-1,-1
10,0.022,6,0.8,0.95,3,-1,-1
8,0.024,6,0.8,0.95,3,-1,-1
10,0.024,6,0.8,0.95,3,-1,-1
8,0.026,6,0.8,0.95,3,-1,-1
10,0.026,6,0.8,0.95,3,-1,-1
8,0.028,6,0.8,0.95,3,-1,-1
10,0.028,6,0.8,0.95,3,-1,-1
8,0.03,6,0.8,0.95,3,-1,-1
10,0.03,6,0.8,0.95,3,-1,-1
8,0.01,7,0.8,0.95,3,-1,-1
10,0.01,7,0.8,0.95,3,-1,-1
8,0.012,7,0.8,0.95,3,-1,-1
10,0.012,7,0.8,0.95,3,-1,-1
8,0.014,7,0.8,0.95,3,-1,-1
10,0.014,7,0.8,0.95,3,-1,-1
8,0.016,7,0.8,0.95,3,-1,-1
10,0.016,7,0.8,0.95,3,-1,-1
8,0.018,7,0.8,0.95,3,-1,-1
10,0.018,7,0.8,0.95,3,-1,-1
8,0.02,7,0.8,0.95,3,-1,-1
10,0.02,7,0.8,0.95,3,-1,-1
8,0.022,7,0.8,0.95,3,-1,-1
10,0.022,7,0.8,0.95,3,-1,-1
8,0.024,7,0.8,0.95,3,-1,-1
10,0.024,7,0.8,0.95,3,-1,-1
8,0.026,7,0.8,0.95,3,-1,-1
10,0.026,7,0.8,0.95,3,-1,-1
8,0.028,7,0.8,0.95,3,-1,-1
10,0.028,7,0.8,0.95,3,-1,-1
8,0.03,7,0.8,0.95,3,-1,-1
10,0.03,7,0.8,0.95,3,-1,-1
8,0.01,4,1,0.95,3,-1,-1
10,0.01,4,1,0.95,3,-1,-1
8,0.012,4,1,0.95,3,-1,-1
10,0.012,4,1,0.95,3,-1,-1
8,0.014,4,1,0.95,3,-1,-1
10,0.014,4,1,0.95,3,-1,-1
8,0.016,4,1,0.95,3,-1,-1
10,0.016,4,1,0.95,3,-1,-1
8,0.018,4,1,0.95,3,-1,-1
10,0.018,4,1,0.95,3,-1,-1
8,0.02,4,1,0.95,3,-1,-1
10,0.02,4,1,0.95,3,-1,-1
8,0.022,4,1,0.95,3,-1,-1
10,0.022,4,1,0.95,3,-1,-1
8,0.024,4,1,0.95,3,-1,-1
10,0.024,4,1,0.95,3,-1,-1
8,0.026,4,1,0.95,3,-1,-1
10,0.026,4,1,0.95,3,-1,-1
8,0.028,4,1,0.95,3,-1,-1
10,0.028,4,1,0.95,3,-1,-1
8,0.03,4,1,0.95,3,-1,-1
10,0.03,4,1,0.95,3,-1,-1
8,0.01,5,1,0.95,3,-1,-1
10,0.01,5,1,0.95,3,-1,-1
8,0.012,5,1,0.95,3,-1,-1
10,0.012,5,1,0.95,3,-1,-1
8,0.014,5,1,0.95,3,-1,-1
10,0.014,5,1,0.95,3,-1,-1
8,0.016,5,1,0.95,3,-1,-1
10,0.016,5,1,0.95,3,-1,-1
8,0.018,5,1,0.95,3,-1,-1
10,0.018,5,1,0.95,3,-1,-1
8,0.02,5,1,0.95,3,-1,-1
10,0.02,5,1,0.95,3,-1,-1
8,0.022,5,1,0.95,3,-1,-1
10,0.022,5,1,0.95,3,-1,-1
8,0.024,5,1,0.95,3,-1,-1
10,0.024,5,1,0.95,3,-1,-1
8,0.026,5,1,0.95,3,-1,-1
10,0.026,5,1,0.95,3,-1,-1
8,0.028,5,1,0.95,3,-1,-1
10,0.028,5,1,0.95,3,-1,-1
8,0.03,5,1,0.95,3,-1,-1
10,0.03,5,1,0.95,3,-1,-1
8,0.01,6,1,0.95,3,-1,-1
10,0.01,6,1,0.95,3,-1,-1
8,0.012,6,1,0.95,3,-1,-1
10,0.012,6,1,0.95,3,-1,-1
8,0.014,6,1,0.95,3,-1,-1
10,0.014,6,1,0.95,3,-1,-1
8,0.016,6,1,0.95,3,-1,-1
10,0.016,6,1,0.95,3,-1,-1
8,0.018,6,1,0.95,3,-1,-1
10,0.018,6,1,0.95,3,-1,-1
8,0.02,6,1,0.95,3,-1,-1
10,0.02,6,1,0.95,3,-1,-1
8,0.022,6,1,0.95,3,-1,-1
10,0.022,6,1,0.95,3,-1,-1
8,0.024,6,1,0.95,3,-1,-1
10,0.024,6,1,0.95,3,-1,-1
8,0.026,6,1,0.95,3,-1,-1
10,0.026,6,1,0.95,3,-1,-1
8,0.028,6,1,0.95,3,-1,-1
10,0.028,6,1,0.95,3,-1,-1
8,0.03,6,1,0.95,3,-1,-1
10,0.03,6,1,0.95,3,-1,-1
8,0.01,7,1,0.95,3,-1,-1
10,0.01,7,1,0.95,3,-1,-1
8,0.012,7,1,0.95,3,-1,-1
10,0.012,7,1,0.95,3,-1,-1
8,0.014,7,1,0.95,3,-1,-1
10,0.014,7,1,0.95,3,-1,-1
8,0.016,7,1,0.95,3,-1,-1
10,0.016,7,1,0.95,3,-1,-1
8,0.018,7,1,0.95,3,-1,-1
10,0.018,7,1,0.95,3,-1,-1
8,0.02,7,1,0.95,3,-1,-1
10,0.02,7,1,0.95,3,-1,-1
8,0.022,7,1,0.95,3,-1,-1
10,0.022,7,1,0.95,3,-1,-1
8,0.024,7,1,0.95,3,-1,-1
10,0.024,7,1,0.95,3,-1,-1
8,0.026,7,1,0.95,3,-1,-1
10,0.026,7,1,0.95,3,-1,-1
8,0.028,7,1,0.95,3,-1,-1
10,0.028,7,1,0.95,3,-1,-1
8,0.03,7,1,0.95,3,-1,-1
10,0.03,7,1,0.95,3,-1,-1
8,0.01,4,0.85,1,3,-1,-1
10,0.01,4,0.85,1,3,-1,-1
8,0.012,4,0.85,1,3,-1,-1
10,0.012,4,0.85,1,3,-1,-1
8,0.014,4,0.85,1,3,-1,-1
10,0.014,4,0.85,1,3,-1,-1
8,0.016,4,0.85,1,3,-1,-1
10,0.016,4,0.85,1,3,-1,-1
8,0.018,4,0.85,1,3,-1,-1
10,0.018,4,0.85,1,3,-1,-1
8,0.02,4,0.85,1,3,-1,-1
10,0.02,4,0.85,1,3,-1,-1
8,0.022,4,0.85,1,3,-1,-1
10,0.022,4,0.85,1,3,-1,-1
8,0.024,4,0.85,1,3,-1,-1
10,0.024,4,0.85,1,3,-1,-1
8,0.026,4,0.85,1,3,-1,-1
10,0.026,4,0.85,1,3,-1,-1
8,0.028,4,0.85,1,3,-1,-1
10,0.028,4,0.85,1,3,-1,-1
8,0.03,4,0.85,1,3,-1,-1
10,0.03,4,0.85,1,3,-1,-1
8,0.01,5,0.85,1,3,-1,-1
10,0.01,5,0.85,1,3,-1,-1
8,0.012,5,0.85,1,3,-1,-1
10,0.012,5,0.85,1,3,-1,-1
8,0.014,5,0.85,1,3,-1,-1
10,0.014,5,0.85,1,3,-1,-1
8,0.016,5,0.85,1,3,-1,-1
10,0.016,5,0.85,1,3,-1,-1
8,0.018,5,0.85,1,3,-1,-1
10,0.018,5,0.85,1,3,-1,-1
8,0.02,5,0.85,1,3,-1,-1
10,0.02,5,0.85,1,3,-1,-1
8,0.022,5,0.85,1,3,-1,-1
10,0.022,5,0.85,1,3,-1,-1
8,0.024,5,0.85,1,3,-1,-1
10,0.024,5,0.85,1,3,-1,-1
8,0.026,5,0.85,1,3,-1,-1
10,0.026,5,0.85,1,3,-1,-1
8,0.028,5,0.85,1,3,-1,-1
10,0.028,5,0.85,1,3,-1,-1
8,0.03,5,0.85,1,3,-1,-1
10,0.03,5,0.85,1,3,-1,-1
8,0.01,6,0.85,1,3,-1,-1
10,0.01,6,0.85,1,3,-1,-1
8,0.012,6,0.85,1,3,-1,-1
10,0.012,6,0.85,1,3,-1,-1
8,0.014,6,0.85,1,3,-1,-1
10,0.014,6,0.85,1,3,-1,-1
8,0.016,6,0.85,1,3,-1,-1
10,0.016,6,0.85,1,3,-1,-1
8,0.018,6,0.85,1,3,-1,-1
10,0.018,6,0.85,1,3,-1,-1
8,0.02,6,0.85,1,3,-1,-1
10,0.02,6,0.85,1,3,-1,-1
8,0.022,6,0.85,1,3,-1,-1
10,0.022,6,0.85,1,3,-1,-1
8,0.024,6,0.85,1,3,-1,-1
10,0.024,6,0.85,1,3,-1,-1
8,0.026,6,0.85,1,3,-1,-1
10,0.026,6,0.85,1,3,-1,-1
8,0.028,6,0.85,1,3,-1,-1
10,0.028,6,0.85,1,3,-1,-1
8,0.03,6,0.85,1,3,-1,-1
10,0.03,6,0.85,1,3,-1,-1
8,0.01,7,0.85,1,3,-1,-1
10,0.01,7,0.85,1,3,-1,-1
8,0.012,7,0.85,1,3,-1,-1
10,0.012,7,0.85,1,3,-1,-1
8,0.014,7,0.85,1,3,-1,-1
10,0.014,7,0.85,1,3,-1,-1
8,0.016,7,0.85,1,3,-1,-1
10,0.016,7,0.85,1,3,-1,-1
8,0.018,7,0.85,1,3,-1,-1
10,0.018,7,0.85,1,3,-1,-1
8,0.02,7,0.85,1,3,-1,-1
10,0.02,7,0.85,1,3,-1,-1
8,0.022,7,0.85,1,3,-1,-1
10,0.022,7,0.85,1,3,-1,-1
8,0.024,7,0.85,1,3,-1,-1
10,0.024,7,0.85,1,3,-1,-1
8,0.026,7,0.85,1,3,-1,-1
10,0.026,7,0.85,1,3,-1,-1
8,0.028,7,0.85,1,3,-1,-1
10,0.028,7,0.85,1,3,-1,-1
8,0.03,7,0.85,1,3,-1,-1
10,0.03,7,0.85,1,3,-1,-1
8,0.01,4,0.8,1,3,-1,-1
10,0.01,4,0.8,1,3,-1,-1
8,0.012,4,0.8,1,3,-1,-1
10,0.012,4,0.8,1,3,-1,-1
8,0.014,4,0.8,1,3,-1,-1
10,0.014,4,0.8,1,3,-1,-1
8,0.016,4,0.8,1,3,-1,-1
10,0.016,4,0.8,1,3,-1,-1
8,0.018,4,0.8,1,3,-1,-1
10,0.018,4,0.8,1,3,-1,-1
8,0.02,4,0.8,1,3,-1,-1
10,0.02,4,0.8,1,3,-1,-1
8,0.022,4,0.8,1,3,-1,-1
10,0.022,4,0.8,1,3,-1,-1
8,0.024,4,0.8,1,3,-1,-1
10,0.024,4,0.8,1,3,-1,-1
8,0.026,4,0.8,1,3,-1,-1
10,0.026,4,0.8,1,3,-1,-1
8,0.028,4,0.8,1,3,-1,-1
10,0.028,4,0.8,1,3,-1,-1
8,0.03,4,0.8,1,3,-1,-1
10,0.03,4,0.8,1,3,-1,-1
8,0.01,5,0.8,1,3,-1,-1
10,0.01,5,0.8,1,3,-1,-1
8,0.012,5,0.8,1,3,-1,-1
10,0.012,5,0.8,1,3,-1,-1
8,0.014,5,0.8,1,3,-1,-1
10,0.014,5,0.8,1,3,-1,-1
8,0.016,5,0.8,1,3,-1,-1
10,0.016,5,0.8,1,3,-1,-1
8,0.018,5,0.8,1,3,-1,-1
10,0.018,5,0.8,1,3,-1,-1
8,0.02,5,0.8,1,3,-1,-1
10,0.02,5,0.8,1,3,-1,-1
8,0.022,5,0.8,1,3,-1,-1
10,0.022,5,0.8,1,3,-1,-1
8,0.024,5,0.8,1,3,-1,-1
10,0.024,5,0.8,1,3,-1,-1
8,0.026,5,0.8,1,3,-1,-1
10,0.026,5,0.8,1,3,-1,-1
8,0.028,5,0.8,1,3,-1,-1
10,0.028,5,0.8,1,3,-1,-1
8,0.03,5,0.8,1,3,-1,-1
10,0.03,5,0.8,1,3,-1,-1
8,0.01,6,0.8,1,3,-1,-1
10,0.01,6,0.8,1,3,-1,-1
8,0.012,6,0.8,1,3,-1,-1
10,0.012,6,0.8,1,3,-1,-1
8,0.014,6,0.8,1,3,-1,-1
10,0.014,6,0.8,1,3,-1,-1
8,0.016,6,0.8,1,3,-1,-1
10,0.016,6,0.8,1,3,-1,-1
8,0.018,6,0.8,1,3,-1,-1
10,0.018,6,0.8,1,3,-1,-1
8,0.02,6,0.8,1,3,-1,-1
10,0.02,6,0.8,1,3,-1,-1
8,0.022,6,0.8,1,3,-1,-1
10,0.022,6,0.8,1,3,-1,-1
8,0.024,6,0.8,1,3,-1,-1
10,0.024,6,0.8,1,3,-1,-1
8,0.026,6,0.8,1,3,-1,-1
10,0.026,6,0.8,1,3,-1,-1
8,0.028,6,0.8,1,3,-1,-1
10,0.028,6,0.8,1,3,-1,-1
8,0.03,6,0.8,1,3,-1,-1
10,0.03,6,0.8,1,3,-1,-1
8,0.01,7,0.8,1,3,-1,-1
10,0.01,7,0.8,1,3,-1,-1
8,0.012,7,0.8,1,3,-1,-1
10,0.012,7,0.8,1,3,-1,-1
8,0.014,7,0.8,1,3,-1,-1
10,0.014,7,0.8,1,3,-1,-1
8,0.016,7,0.8,1,3,-1,-1
10,0.016,7,0.8,1,3,-1,-1
8,0.018,7,0.8,1,3,-1,-1
10,0.018,7,0.8,1,3,-1,-1
8,0.02,7,0.8,1,3,-1,-1
10,0.02,7,0.8,1,3,-1,-1
8,0.022,7,0.8,1,3,-1,-1
10,0.022,7,0.8,1,3,-1,-1
8,0.024,7,0.8,1,3,-1,-1
10,0.024,7,0.8,1,3,-1,-1
8,0.026,7,0.8,1,3,-1,-1
10,0.026,7,0.8,1,3,-1,-1
8,0.028,7,0.8,1,3,-1,-1
10,0.028,7,0.8,1,3,-1,-1
8,0.03,7,0.8,1,3,-1,-1
10,0.03,7,0.8,1,3,-1,-1
8,0.01,4,1,1,3,-1,-1
10,0.01,4,1,1,3,-1,-1
8,0.012,4,1,1,3,-1,-1
10,0.012,4,1,1,3,-1,-1
8,0.014,4,1,1,3,-1,-1
10,0.014,4,1,1,3,-1,-1
8,0.016,4,1,1,3,-1,-1
10,0.016,4,1,1,3,-1,-1
8,0.018,4,1,1,3,-1,-1
10,0.018,4,1,1,3,-1,-1
8,0.02,4,1,1,3,-1,-1
10,0.02,4,1,1,3,-1,-1
8,0.022,4,1,1,3,-1,-1
10,0.022,4,1,1,3,-1,-1
8,0.024,4,1,1,3,-1,-1
10,0.024,4,1,1,3,-1,-1
8,0.026,4,1,1,3,-1,-1
10,0.026,4,1,1,3,-1,-1
8,0.028,4,1,1,3,-1,-1
10,0.028,4,1,1,3,-1,-1
8,0.03,4,1,1,3,-1,-1
10,0.03,4,1,1,3,-1,-1
8,0.01,5,1,1,3,-1,-1
10,0.01,5,1,1,3,-1,-1
8,0.012,5,1,1,3,-1,-1
10,0.012,5,1,1,3,-1,-1
8,0.014,5,1,1,3,-1,-1
10,0.014,5,1,1,3,-1,-1
8,0.016,5,1,1,3,-1,-1
10,0.016,5,1,1,3,-1,-1
8,0.018,5,1,1,3,-1,-1
10,0.018,5,1,1,3,-1,-1
8,0.02,5,1,1,3,-1,-1
10,0.02,5,1,1,3,-1,-1
8,0.022,5,1,1,3,-1,-1
10,0.022,5,1,1,3,-1,-1
8,0.024,5,1,1,3,-1,-1
10,0.024,5,1,1,3,-1,-1
8,0.026,5,1,1,3,-1,-1
10,0.026,5,1,1,3,-1,-1
8,0.028,5,1,1,3,-1,-1
10,0.028,5,1,1,3,-1,-1
8,0.03,5,1,1,3,-1,-1
10,0.03,5,1,1,3,-1,-1
8,0.01,6,1,1,3,-1,-1
10,0.01,6,1,1,3,-1,-1
8,0.012,6,1,1,3,-1,-1
10,0.012,6,1,1,3,-1,-1
8,0.014,6,1,1,3,-1,-1
10,0.014,6,1,1,3,-1,-1
8,0.016,6,1,1,3,-1,-1
10,0.016,6,1,1,3,-1,-1
8,0.018,6,1,1,3,-1,-1
10,0.018,6,1,1,3,-1,-1
8,0.02,6,1,1,3,-1,-1
10,0.02,6,1,1,3,-1,-1
8,0.022,6,1,1,3,-1,-1
10,0.022,6,1,1,3,-1,-1
8,0.024,6,1,1,3,-1,-1
10,0.024,6,1,1,3,-1,-1
8,0.026,6,1,1,3,-1,-1
10,0.026,6,1,1,3,-1,-1
8,0.028,6,1,1,3,-1,-1
10,0.028,6,1,1,3,-1,-1
8,0.03,6,1,1,3,-1,-1
10,0.03,6,1,1,3,-1,-1
8,0.01,7,1,1,3,-1,-1
10,0.01,7,1,1,3,-1,-1
8,0.012,7,1,1,3,-1,-1
10,0.012,7,1,1,3,-1,-1
8,0.014,7,1,1,3,-1,-1
10,0.014,7,1,1,3,-1,-1
8,0.016,7,1,1,3,-1,-1
10,0.016,7,1,1,3,-1,-1
8,0.018,7,1,1,3,-1,-1
10,0.018,7,1,1,3,-1,-1
8,0.02,7,1,1,3,-1,-1
10,0.02,7,1,1,3,-1,-1
8,0.022,7,1,1,3,-1,-1
10,0.022,7,1,1,3,-1,-1
8,0.024,7,1,1,3,-1,-1
10,0.024,7,1,1,3,-1,-1
8,0.026,7,1,1,3,-1,-1
10,0.026,7,1,1,3,-1,-1
8,0.028,7,1,1,3,-1,-1
10,0.028,7,1,1,3,-1,-1
8,0.03,7,1,1,3,-1,-1
10,0.03,7,1,1,3,-1,-1
